"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","HOUSECOST","REAL","IDX2015","Q","2014-Q2",94.6166477106293,
"USA","HOUSECOST","REAL","IDX2015","Q","2014-Q3",95.4123142954375,
"USA","HOUSECOST","REAL","IDX2015","Q","2014-Q4",96.7751524383723,
"USA","HOUSECOST","REAL","IDX2015","Q","2015-Q1",98.5162821310282,
"USA","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.3207352300809,
"USA","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.330730663262,
"USA","HOUSECOST","REAL","IDX2015","Q","2015-Q4",101.832251975629,
"USA","HOUSECOST","REAL","IDX2015","Q","2016-Q1",103.105343799696,
"USA","HOUSECOST","REAL","IDX2015","Q","2016-Q2",103.975737111194,
"USA","HOUSECOST","REAL","IDX2015","Q","2016-Q3",105.125146624822,
"USA","HOUSECOST","REAL","IDX2015","Q","2016-Q4",106.25983590036,
"USA","HOUSECOST","REAL","IDX2015","Q","2017-Q1",107.079799801625,
"USA","HOUSECOST","REAL","IDX2015","Q","2017-Q2",108.788129486242,
"USA","HOUSECOST","REAL","IDX2015","Q","2017-Q3",110.058248338476,
"USA","HOUSECOST","REAL","IDX2015","Q","2017-Q4",110.946767997299,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q1",112.317509386328,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q2",113.226806423008,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q3",114.248734510545,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q4",114.981608898338,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q1",116.343800791376,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q2",117.290815956875,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q3",118.275718774576,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q4",119.350184345501,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q1",121.444954499839,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q2",123.255569937731,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q3",126.323131696428,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q4",130.662278076114,
"RUS","HOUSECOST","REAL","IDX2015","Q","2001-Q1",71.2286463947568,
"RUS","HOUSECOST","REAL","IDX2015","Q","2001-Q2",70.9847849916029,
"RUS","HOUSECOST","REAL","IDX2015","Q","2001-Q3",72.6311936135108,
"RUS","HOUSECOST","REAL","IDX2015","Q","2001-Q4",76.5848617776634,
"RUS","HOUSECOST","REAL","IDX2015","Q","2002-Q1",75.5808653626339,
"RUS","HOUSECOST","REAL","IDX2015","Q","2002-Q2",78.8976934756823,
"RUS","HOUSECOST","REAL","IDX2015","Q","2002-Q3",80.664831603495,
"RUS","HOUSECOST","REAL","IDX2015","Q","2002-Q4",81.2933958777571,
"RUS","HOUSECOST","REAL","IDX2015","Q","2003-Q1",84.189131214247,
"RUS","HOUSECOST","REAL","IDX2015","Q","2003-Q2",85.5902670057496,
"RUS","HOUSECOST","REAL","IDX2015","Q","2003-Q3",88.6178780154149,
"RUS","HOUSECOST","REAL","IDX2015","Q","2003-Q4",92.681973045103,
"RUS","HOUSECOST","REAL","IDX2015","Q","2004-Q1",96.2152891634752,
"RUS","HOUSECOST","REAL","IDX2015","Q","2004-Q2",97.6254985989625,
"RUS","HOUSECOST","REAL","IDX2015","Q","2004-Q3",99.6894158062148,
"RUS","HOUSECOST","REAL","IDX2015","Q","2004-Q4",100.836675760731,
"RUS","HOUSECOST","REAL","IDX2015","Q","2005-Q1",102.163876130568,
"RUS","HOUSECOST","REAL","IDX2015","Q","2005-Q2",105.279495547693,
"RUS","HOUSECOST","REAL","IDX2015","Q","2005-Q3",106.552863571753,
"RUS","HOUSECOST","REAL","IDX2015","Q","2005-Q4",109.613736707827,
"RUS","HOUSECOST","REAL","IDX2015","Q","2006-Q1",110.002503263628,
"RUS","HOUSECOST","REAL","IDX2015","Q","2006-Q2",123.655836636848,
"RUS","HOUSECOST","REAL","IDX2015","Q","2006-Q3",135.51193444099,
"RUS","HOUSECOST","REAL","IDX2015","Q","2006-Q4",146.183723161175,
"RUS","HOUSECOST","REAL","IDX2015","Q","2007-Q1",159.366524002938,
"RUS","HOUSECOST","REAL","IDX2015","Q","2007-Q2",165.088976781661,
"RUS","HOUSECOST","REAL","IDX2015","Q","2007-Q3",167.751298249066,
"RUS","HOUSECOST","REAL","IDX2015","Q","2007-Q4",173.065801396324,
"RUS","HOUSECOST","REAL","IDX2015","Q","2008-Q1",173.791604563457,
"RUS","HOUSECOST","REAL","IDX2015","Q","2008-Q2",178.067627903735,
"RUS","HOUSECOST","REAL","IDX2015","Q","2008-Q3",175.079589545951,
"RUS","HOUSECOST","REAL","IDX2015","Q","2008-Q4",168.223655598206,
"RUS","HOUSECOST","REAL","IDX2015","Q","2009-Q1",160.38991128556,
"RUS","HOUSECOST","REAL","IDX2015","Q","2009-Q2",153.447694619364,
"RUS","HOUSECOST","REAL","IDX2015","Q","2009-Q3",143.745976119014,
"RUS","HOUSECOST","REAL","IDX2015","Q","2009-Q4",140.795378716168,
"RUS","HOUSECOST","REAL","IDX2015","Q","2010-Q1",144.377188133802,
"RUS","HOUSECOST","REAL","IDX2015","Q","2010-Q2",141.60879840754,
"RUS","HOUSECOST","REAL","IDX2015","Q","2010-Q3",135.109333870831,
"RUS","HOUSECOST","REAL","IDX2015","Q","2010-Q4",131.2756826515,
"RUS","HOUSECOST","REAL","IDX2015","Q","2011-Q1",113.163217634073,
"RUS","HOUSECOST","REAL","IDX2015","Q","2011-Q2",113.077430563959,
"RUS","HOUSECOST","REAL","IDX2015","Q","2011-Q3",112.847897544462,
"RUS","HOUSECOST","REAL","IDX2015","Q","2011-Q4",113.498202635881,
"RUS","HOUSECOST","REAL","IDX2015","Q","2012-Q1",113.9259178932,
"RUS","HOUSECOST","REAL","IDX2015","Q","2012-Q2",115.87360074817,
"RUS","HOUSECOST","REAL","IDX2015","Q","2012-Q3",115.65547930521,
"RUS","HOUSECOST","REAL","IDX2015","Q","2012-Q4",115.845855899482,
"RUS","HOUSECOST","REAL","IDX2015","Q","2013-Q1",117.719889019218,
"RUS","HOUSECOST","REAL","IDX2015","Q","2013-Q2",116.149492739209,
"RUS","HOUSECOST","REAL","IDX2015","Q","2013-Q3",116.303311303287,
"RUS","HOUSECOST","REAL","IDX2015","Q","2013-Q4",115.535806784428,
"RUS","HOUSECOST","REAL","IDX2015","Q","2014-Q1",112.372057415062,
"RUS","HOUSECOST","REAL","IDX2015","Q","2014-Q2",112.59790656537,
"RUS","HOUSECOST","REAL","IDX2015","Q","2014-Q3",111.812028328774,
"RUS","HOUSECOST","REAL","IDX2015","Q","2014-Q4",108.936366597824,
"RUS","HOUSECOST","REAL","IDX2015","Q","2015-Q1",102.398227354651,
"RUS","HOUSECOST","REAL","IDX2015","Q","2015-Q2",101.152820655535,
"RUS","HOUSECOST","REAL","IDX2015","Q","2015-Q3",99.0771603247205,
"RUS","HOUSECOST","REAL","IDX2015","Q","2015-Q4",97.3717916650937,
"RUS","HOUSECOST","REAL","IDX2015","Q","2016-Q1",97.3990718736209,
"RUS","HOUSECOST","REAL","IDX2015","Q","2016-Q2",96.6439098252306,
"RUS","HOUSECOST","REAL","IDX2015","Q","2016-Q3",95.8881096392344,
"RUS","HOUSECOST","REAL","IDX2015","Q","2016-Q4",95.374985923883,
"RUS","HOUSECOST","REAL","IDX2015","Q","2017-Q1",98.300263600308,
"RUS","HOUSECOST","REAL","IDX2015","Q","2017-Q2",98.3729086529356,
"RUS","HOUSECOST","REAL","IDX2015","Q","2017-Q3",98.8434833611517,
"RUS","HOUSECOST","REAL","IDX2015","Q","2017-Q4",99.7416707513437,
"RUS","HOUSECOST","REAL","IDX2015","Q","2018-Q1",100.147207023511,
"RUS","HOUSECOST","REAL","IDX2015","Q","2018-Q2",101.860346542818,
"RUS","HOUSECOST","REAL","IDX2015","Q","2018-Q3",102.891946298165,
"RUS","HOUSECOST","REAL","IDX2015","Q","2018-Q4",104.39153934542,
"RUS","HOUSECOST","REAL","IDX2015","Q","2019-Q1",98.0648813107085,
"RUS","HOUSECOST","REAL","IDX2015","Q","2019-Q2",100.162752112347,
"RUS","HOUSECOST","REAL","IDX2015","Q","2019-Q3",102.187331649057,
"RUS","HOUSECOST","REAL","IDX2015","Q","2019-Q4",104.586424541879,
"RUS","HOUSECOST","REAL","IDX2015","Q","2020-Q1",112.412148466572,
"RUS","HOUSECOST","REAL","IDX2015","Q","2020-Q2",115.301067122536,
"RUS","HOUSECOST","REAL","IDX2015","Q","2020-Q3",108.699197868313,
